"SEQ"	"WH"	"DEVID"	"SYSFLG1"	"SYSFLG2"	"SYSFLG3"	"SYSFLG4"	"LOGINID"	"TRDATE"	"TRTYPE"	"OPESEQ"	"RESULT"	"RSNCODE"	"TRUCKNO"	"CUSTNO"	"SHIPPN"	"SHIPQTY"	"TAGTYPE"	"PN"	"CUSTPN"	"QTY"	"TAGSEQ"	"SCANDATE"	"SCANTIME"	"REGISTERED_AT"	"REGISTERED_COMPNAME"	"REGISTERED_COMPCODE"	"SHIPNO"	"CHECKTYPE"	"FILENAME"
2248	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0184"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040406"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2249	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0185"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070230"	01-MAR-25	"040407"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2250	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0186"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040408"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2251	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0187"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070119"	01-MAR-25	"040409"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2252	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0188"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040410"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2253	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0189"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070182"	01-MAR-25	"040411"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2254	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0190"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040412"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2255	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0191"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070114"	01-MAR-25	"040420"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2256	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0192"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040421"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2257	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0193"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070142"	01-MAR-25	"040423"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2258	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0194"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040424"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2259	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0195"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070148"	01-MAR-25	"040426"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2260	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0196"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040427"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2261	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0197"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070162"	01-MAR-25	"040428"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2262	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0198"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040429"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2263	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0199"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070048"	01-MAR-25	"040440"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2264	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0200"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040441"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2265	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0201"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070124"	01-MAR-25	"040442"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2266	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0202"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040443"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2267	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0203"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070197"	01-MAR-25	"040444"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2268	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0204"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040445"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2269	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0205"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070158"	01-MAR-25	"040446"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2270	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0206"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040448"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2271	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0207"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070223"	01-MAR-25	"040503"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2272	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0208"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040504"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2273	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0209"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070185"	01-MAR-25	"040505"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2274	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0210"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040506"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2275	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0211"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070023"	01-MAR-25	"040507"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2276	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0212"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040509"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2277	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0213"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070026"	01-MAR-25	"040514"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2278	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0214"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040515"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2279	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0215"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070253"	01-MAR-25	"040516"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2280	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0216"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040517"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2281	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0217"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070165"	01-MAR-25	"040518"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2282	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0218"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040521"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2283	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0219"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070206"	01-MAR-25	"040525"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2284	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0220"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040527"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2285	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0221"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070207"	01-MAR-25	"040528"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2286	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0222"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040530"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2287	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0223"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070143"	01-MAR-25	"040531"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2288	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0224"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040532"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2289	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0225"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070039"	01-MAR-25	"040554"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2290	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0226"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040555"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2291	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0227"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070031"	01-MAR-25	"040556"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2292	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0228"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040557"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2293	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0229"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070236"	01-MAR-25	"040558"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2294	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0230"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040559"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2295	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0231"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070037"	01-MAR-25	"040601"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2296	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0232"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040602"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2297	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0233"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070188"	01-MAR-25	"040604"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2298	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0234"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040605"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2299	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0235"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070193"	01-MAR-25	"040606"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2300	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0236"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040607"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2301	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0237"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070017"	01-MAR-25	"040616"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2302	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0238"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040616"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2303	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0239"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070049"	01-MAR-25	"040617"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2304	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0240"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040618"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2305	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0241"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070058"	01-MAR-25	"040621"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2306	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0242"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040621"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2307	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0243"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070144"	01-MAR-25	"040630"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2308	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0244"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040632"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2309	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0245"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070003"	01-MAR-25	"040633"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2310	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0246"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040633"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2311	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0247"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070261"	01-MAR-25	"040635"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2312	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0248"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040636"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2313	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0249"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070234"	01-MAR-25	"040637"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2314	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0250"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040638"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2315	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0251"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070013"	01-MAR-25	"040647"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2316	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0252"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040648"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2317	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0253"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070264"	01-MAR-25	"040649"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2318	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0254"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040650"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2319	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0255"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070262"	01-MAR-25	"040651"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2320	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0256"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040652"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2321	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0257"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070140"	01-MAR-25	"040654"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2322	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0258"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040656"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2323	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0259"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070173"	01-MAR-25	"040710"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2324	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0260"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040711"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2325	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0261"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070202"	01-MAR-25	"040712"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2326	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0262"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040712"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2327	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0263"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070034"	01-MAR-25	"040713"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2328	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0264"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040714"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2329	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0265"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070241"	01-MAR-25	"040715"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2330	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0266"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040717"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2331	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0267"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070244"	01-MAR-25	"040732"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2332	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0268"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040733"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2333	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0269"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070249"	01-MAR-25	"040734"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2334	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0270"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040735"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2335	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0271"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070027"	01-MAR-25	"040737"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2336	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0272"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040738"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2337	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0273"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070211"	01-MAR-25	"040745"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2338	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0274"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040746"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2339	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0275"	"0"	"2000"	"0621314"	"10005901"	"               "		"11"	"AE160800-14100T"	"JJ301-003800             "	4	"0070000"	01-MAR-25	"040747"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
2340	"48"	"08"	" "	" "	" "	" "	"78945"	01-MAR-25	1	"0276"	"0"	"3000"	"0621314"	"10005901"	"               "		"CS"	"               "	"JJ301-003800             "		""	01-MAR-25	"040748"	25-APR-25	"DSTH"	"40040"	"00"	"H"	"20250301.CSV"
